id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng
34359738380,13,The Firehouse,50333,US,New Stanton,40.22,-79.606
111669149734,39,Cinnamon Grill,84488,AT,Vienna,48.194,16.367
51539607554,3,Spice Bazaar,6934,US,Gonzales,30.226,-90.921
154618822661,6,The Daily Grind,41484,US,Millbrook,32.46,-86.384
266287972384,33,The Blue Elephant,11263,US,Appleton,44.3,-88.371
120259084345,58,A Tasty Bite,59829,GB,London,51.508,-0.138
34359738429,62,Cafe Luminoso,50333,GB,London,51.499,-0.137
214748364811,12,The Wooden Spoon,92040,US,Milford,39.184,-84.267
60129542205,62,Cafe Luminoso,71555,GB,London,51.518,-0.123
163208757283,36,Blue Ocean Grill,96638,US,Holland,42.786,-86.107
146028888069,6,The Daily Grind,70611,US,Leesville,31.145,-93.263
223338299428,37,Cafe Crepe,36937,AT,Vienna,48.257,16.403
231928234005,22,The Red Pepper,33573,ES,Barcelona,41.413,2.209
197568495674,59,Azalea Cafe,24784,FR,Paris,48.864,2.361
197568495681,66,City Bites,24784,FR,Paris,48.872,2.344
180388626445,14,The Gourmet Garden,7531,US,Mount Vernon,38.311,-88.949
35,36,Blue Ocean Grill,47732,IT,Milan,45.457,9.192
231928234018,35,Basilica Bistro,33573,US,Coeur D Alene,47.664,-116.903
188978561085,62,Cafe Luminoso,3642,FR,Paris,48.87,2.291
266287972435,84,The Pink Door,11263,NL,Amsterdam,52.366,4.893
154618822727,72,Flamingo Cafe,41484,GB,London,51.508,-0.132
249108103179,12,The Wooden Spoon,55897,US,Bryson City,35.42,-83.462
60129542173,30,The Wine Cellar,71555,ES,Barcelona,41.386,2.167
197568495627,12,The Wooden Spoon,24784,US,Southern Pines,35.16,-79.41
214748364876,77,Harvest Kitchen,92040,NL,Amsterdam,52.336,4.874
25769803800,25,The Cozy Cafe,72230,ES,Barcelona,41.395,2.143
103079215162,59,Azalea Cafe,4340,FR,Paris,48.875,2.287
197568495687,72,Flamingo Cafe,24784,FR,Paris,48.885,2.33
42949673008,49,The Olive Tree,89646,AT,Vienna,48.22,16.326
146028888065,2,Bella Cucina,70611,US,Eden,9.486,100.065
17179869193,10,The Golden Spoon,10902,US,Portales,34.181,-103.346
60129542163,20,The Brasserie,71555,US,Elkridge,39.184,-76.756
45,46,The Italian Table,47732,AT,Vienna,48.21,16.372
103079215125,22,The Red Pepper,4340,US,Raton,36.91,-104.442
18,19,The Tasting Room,47732,US,Kearney,40.683,-99.085
42949673004,45,The Green Bean,89646,AT,Vienna,48.194,16.346
103079215127,24,The Fisherman's Catch,4340,US,Alexandria,38.805,-77.045
8589934594,3,Spice Bazaar,12630,US,Los Angeles,33.998,-118.421
206158430264,57,The Yellow Submarine,53370,FR,Paris,48.835,2.321
154618822699,44,The French Kitchen,41484,US,Danforth,45.707,-67.858
188978561040,17,The Rustic Table,3642,US,Hanford,36.32,-119.656
111669149755,60,Big City Grill,84488,GB,London,51.517,-0.129
128849018910,31,Bistro 42,5679,US,Warren,41.836,-79.169
60129542196,53,The Red Rooster,71555,FR,Paris,48.874,2.301
51539607605,54,The Spice House,6934,GB,London,51.505,-0.105
180388626491,60,Big City Grill,7531,GB,London,51.507,-0.152
154618822719,64,Chateau de Cuisine,41484,GB,London,51.494,-0.176
77309411343,16,The Spice Tree,78190,US,Marion,36.868,-81.414
257698037802,43,The Food House,26468,AT,Vienna,48.235,16.422
171798691872,33,The Blue Elephant,65939,IT,Milan,45.499,9.166
103079215153,50,The Pancake House,4340,AT,Vienna,48.197,16.386
111669149717,22,The Red Pepper,84488,US,Bloomington,40.487,-89.035
77309411346,19,The Tasting Room,78190,US,Livermore,37.701,-121.814
214748364872,73,Fresh Harvest,92040,GB,London,51.512,-0.076
214748364860,61,Blue Water Bistro,92040,FR,Paris,48.875,2.341
223338299425,34,The Tasty Treat,36937,IT,Milan,45.486,9.204
163208757315,68,Delish Cafe,96638,GB,London,51.513,-0.181
103079215116,13,The Firehouse,4340,US,Santa Barbara,34.41,-119.693
249108103192,25,The Cozy Cafe,55897,US,New York,40.76,-73.978
206158430295,88,The Royal Cafe,53370,NL,Amsterdam,52.365,4.893
8589934599,8,The Green Olive,12630,US,Nashville,36.079,-86.955
17179869226,43,The Food House,10902,AT,Vienna,48.191,16.317
188978561024,1,Savoria,3642,US,Beaumont,20.454,-87.274
42949673013,54,The Spice House,89646,FR,Paris,48.87,2.329
68719476780,45,The Green Bean,77517,FR,Paris,48.872,2.298
249108103195,28,The Spicy Pickle,55897,ES,Barcelona,41.377,2.146
146028888095,32,The Orange Peeler,70611,US,Gooding,42.945,-114.713
206158430266,59,Azalea Cafe,53370,FR,Paris,48.845,2.375
206158430261,54,The Spice House,53370,AT,Vienna,48.206,16.371
257698037803,44,The French Kitchen,26468,AT,Vienna,48.239,16.429
25769803781,6,The Daily Grind,72230,US,Studio City,34.145,-118.412
214748364820,21,The Lazy Daisy,92040,ES,Barcelona,41.39,2.149
17179869215,32,The Orange Peeler,10902,US,Fairmont,43.676,-94.446
77309411329,2,Bella Cucina,78190,US,Bowling Green,27.598,-81.824
188978561066,43,The Food House,3642,IT,Milan,45.495,9.142
171798691848,9,The Grill House,65939,US,Gustine,37.112,-121.016
68719476738,3,Spice Bazaar,77517,US,Orlando,28.482,-81.456
163208757269,22,The Red Pepper,96638,US,Normal,40.514,-88.953
128849018907,28,The Spicy Pickle,5679,ES,Barcelona,41.404,2.214
25769803833,58,A Tasty Bite,72230,FR,Paris,48.878,2.287
42949673027,68,Delish Cafe,89646,GB,London,51.524,-0.081
77309411371,44,The French Kitchen,78190,FR,Paris,48.85,2.342
231928234009,26,The Silver Spoon,33573,US,Gorham,44.393,-71.125
128849018941,62,Cafe Luminoso,5679,GB,London,51.457,-0.206
77309411335,8,The Green Olive,78190,US,Anaheim,33.797,-117.915
214748364874,75,Greenhouse Cafe,92040,GB,London,51.521,-0.123
206158430293,86,The Porch Cafe,53370,NL,Amsterdam,52.345,4.925
266287972434,83,The Pantry,11263,NL,Amsterdam,52.365,4.897
42949672982,23,The Hungry Pig,89646,ES,Barcelona,41.393,2.193
51539607574,23,The Hungry Pig,6934,ES,Barcelona,41.391,2.166
120259084310,23,The Hungry Pig,59829,ES,Barcelona,41.394,2.156
146028888077,14,The Gourmet Garden,70611,US,Branson,36.651,-93.267
68719476748,13,The Firehouse,77517,US,Santa Cruz,36.965,-122.021
94489280550,39,Cinnamon Grill,95399,US,Lynnwood,47.841,-122.298
17179869243,60,Big City Grill,10902,FR,Paris,48.866,2.33
197568495655,40,Crimson Cafe,24784,IT,Milan,45.482,9.176
146028888109,46,The Italian Table,70611,IT,Milan,45.484,9.208
231928234025,42,The Daily Scoop,33573,FR,Paris,48.85,2.289
257698037814,55,The Steak House,26468,FR,Paris,48.867,2.327
257698037823,64,Chateau de Cuisine,26468,GB,London,51.494,-0.143
120259084318,31,Bistro 42,59829,IT,Milan,45.475,9.206
240518168586,11,The Flaming Wok,93164,US,Marina Del Rey,33.987,-118.454
197568495642,27,The Corner Cafe,24784,ES,Barcelona,41.379,2.17
34359738424,57,The Yellow Submarine,50333,FR,Paris,48.885,2.304
7,8,The Green Olive,47732,US,Batesville,34.309,-89.923
34359738422,55,The Steak House,50333,FR,Paris,48.876,2.325
206158430230,23,The Hungry Pig,53370,US,Somerset,40.551,-74.545
197568495654,39,Cinnamon Grill,24784,IT,Milan,45.481,9.192
94489280557,46,The Italian Table,95399,FR,Paris,48.868,2.353
188978561055,32,The Orange Peeler,3642,US,North Kingstown,41.621,-71.458
85899345969,50,The Pancake House,18952,FR,Paris,48.869,2.297
231928234028,45,The Green Bean,33573,FR,Paris,48.862,2.35
146028888073,10,The Golden Spoon,70611,US,Florence,34.266,-79.731
240518168624,49,The Olive Tree,93164,US,Wheeler,45.69,-123.882
197568495666,51,The Pizzeria,24784,FR,Paris,48.843,2.367
154618822707,52,The Red Door,41484,FR,Paris,48.833,2.288
103079215137,34,The Tasty Treat,4340,ES,Barcelona,41.411,2.212
34359738382,15,The Pearl Kitchen,50333,US,New York,40.768,-73.985
128849018880,1,Savoria,5679,US,New Orleans,29.962,-90.066
77309411388,61,Blue Water Bistro,78190,GB,London,51.495,-0.119
68719476775,40,Crimson Cafe,77517,AT,Vienna,48.204,16.336
120259084301,14,The Gourmet Garden,59829,US,Stockton,38.006,-121.351
257698037822,63,Cafe Paris,26468,GB,London,51.492,-0.22
94489280517,6,The Daily Grind,95399,US,Chattanooga,34.995,-85.226
51539607570,19,The Tasting Room,6934,ES,Barcelona,41.379,2.143
163208757319,72,Flamingo Cafe,96638,GB,London,51.522,-0.132
188978561062,39,Cinnamon Grill,3642,IT,Milan,45.461,9.181
188978561045,22,The Red Pepper,3642,US,Sedalia,38.713,-93.28
17179869189,6,The Daily Grind,10902,US,Ruidoso,33.352,-105.674
25769803842,67,Crimson and Clover,72230,GB,London,51.542,-0.17
197568495653,38,Cafe Viva,24784,IT,Milan,45.479,9.195
51539607593,42,The Daily Scoop,6934,FR,Paris,48.847,2.371
214748364836,37,Cafe Crepe,92040,IT,Milan,45.487,9.202
180388626451,20,The Brasserie,7531,ES,Barcelona,41.389,2.167
249108103207,40,Crimson Cafe,55897,US,Utica,42.629,-83.011
103079215165,62,Cafe Luminoso,4340,GB,London,51.493,-0.178
103079215124,21,The Lazy Daisy,4340,US,Navajo Dam,36.892,-107.603
42949673010,51,The Pizzeria,89646,FR,Paris,48.85,2.34
68719476787,52,The Red Door,77517,GB,London,51.509,-0.136
180388626490,59,Azalea Cafe,7531,GB,London,51.505,-0.095
77309411337,10,The Golden Spoon,78190,US,Calhoun,34.47,-84.914
85899345972,53,The Red Rooster,18952,FR,Paris,48.872,2.322
128849018900,21,The Lazy Daisy,5679,ES,Barcelona,41.381,2.18
34359738433,66,City Bites,50333,GB,London,51.512,-0.105
42949672962,3,Spice Bazaar,89646,US,Ruidoso,33.313,-105.637
223338299421,30,The Wine Cellar,36937,IT,Milan,45.459,9.069
146028888143,80,The Market Cafe,70611,GB,London,51.512,-0.306
25769803808,33,The Blue Elephant,72230,US,Clinton Township,42.623,-82.866
128849018944,65,Chef's Corner,5679,GB,London,51.494,-0.183
60129542208,65,Chef's Corner,71555,GB,London,51.529,-0.123
42949673023,64,Chateau de Cuisine,89646,GB,London,51.514,-0.132
257698037769,10,The Golden Spoon,26468,US,Hesperia,34.428,-117.384
42949672997,38,Cafe Viva,89646,IT,Milan,45.469,9.187
34359738406,39,Cinnamon Grill,50333,AT,Vienna,48.211,16.379
249108103239,72,Flamingo Cafe,55897,GB,London,51.527,-0.283
188978561031,8,The Green Olive,3642,US,Roanoke,32.979,-97.169
214748364813,14,The Gourmet Garden,92040,US,Keyser,39.439,-78.971
154618822729,74,Garden of Eatin',41484,GB,London,51.512,-0.15
17179869262,79,The Huckleberry Cafe,10902,GB,Fitzrovia,51.529,-0.137
51539607563,12,The Wooden Spoon,6934,US,Troy,38.735,-89.914
171798691858,19,The Tasting Room,65939,ES,Barcelona,41.4,2.13
17179869224,41,The Daily Bread,10902,US,Clatskanie,46.102,-123.199
25769803845,70,Earth and Vine,72230,NL,Amsterdam,52.368,4.895
266287972393,42,The Daily Scoop,11263,AT,Vienna,48.202,16.372
206158430262,55,The Steak House,53370,AT,Vienna,48.214,16.38
51539607600,49,The Olive Tree,6934,FR,Paris,48.873,2.344
171798691857,18,The Harvest Room,65939,ES,Barcelona,41.392,2.155
17179869187,4,The Blue Plate,10902,US,El Paso,31.751,-106.343
231928233990,7,Cafe Roma,33573,US,Crossville,35.964,-84.981
171798691901,62,Cafe Luminoso,65939,GB,London,51.52,-0.126
154618822717,62,Cafe Luminoso,41484,FR,Paris,48.887,2.359
266287972396,45,The Green Bean,11263,AT,Vienna,48.226,16.36
68719476797,62,Cafe Luminoso,77517,GB,London,51.526,-0.083
68719476760,25,The Cozy Cafe,77517,US,Laconia,43.526,-71.469
103079215134,31,Bistro 42,4340,US,Stone Creek,41.084,1.154
128849018908,29,The Olive Branch,5679,US,Port Clinton,41.513,-82.934
68719476740,5,The Hungry Hippo,77517,US,Tallulah,32.385,-91.199
231928233984,1,Savoria,33573,US,Edinburg,26.334,-98.248
266287972421,70,Earth and Vine,11263,GB,London,51.498,-0.164
8589934641,50,The Pancake House,12630,FR,Paris,48.881,2.295
214748364823,24,The Fisherman's Catch,92040,ES,Barcelona,41.398,2.189
197568495675,60,Big City Grill,24784,FR,Paris,48.865,2.328
206158430221,14,The Gourmet Garden,53370,US,Richmond,37.566,-77.475
42949673002,43,The Food House,89646,US,Port Angeles,48.105,-123.374
25769803786,11,The Flaming Wok,72230,US,Alamosa,37.475,-105.895
188978561056,33,The Blue Elephant,3642,US,Elkhart,41.735,-85.977
257698037778,19,The Tasting Room,26468,US,Cheyenne,41.119,-104.849
128849018901,22,The Red Pepper,5679,ES,Barcelona,41.383,2.16
249108103178,11,The Flaming Wok,55897,US,Tucumcari,35.172,-103.714
42949672971,12,The Wooden Spoon,89646,US,Silverton,37.81,-107.664
85899345937,18,The Harvest Room,18952,US,Columbia,39.176,-76.847
188978561038,15,The Pearl Kitchen,3642,US,Fayetteville,35.076,-78.961
128849018913,34,The Tasty Treat,5679,US,Saranac Lake,44.305,-74.337
188978561096,73,Fresh Harvest,3642,GB,London,51.508,-0.142
85899345941,22,The Red Pepper,18952,ES,Barcelona,41.38,2.141
188978561075,52,The Red Door,3642,AT,Vienna,48.215,16.376
68719476743,8,The Green Olive,77517,US,Atlanta,33.792,-84.398
51539607569,18,The Harvest Room,6934,US,Palmerton,40.81,-75.651
206158430219,12,The Wooden Spoon,53370,US,Abbeville,36.623,-4.501
34359738403,36,Blue Ocean Grill,50333,AT,Vienna,48.206,16.355
223338299447,56,The Waffle House,36937,GB,Paddington,51.519,-0.166
85899345966,47,The Juicy Burger,18952,FR,Paris,48.846,2.279
146028888108,45,The Green Bean,70611,IT,Milan,45.483,9.203
25769803790,15,The Pearl Kitchen,72230,US,Langhorne,40.189,-74.925
60129542200,57,The Yellow Submarine,71555,GB,London,51.504,-0.086
42949673028,69,Dragonfly Cafe,89646,GB,London,51.529,-0.168
240518168609,34,The Tasty Treat,93164,ES,Barcelona,41.411,2.136
103079215110,7,Cafe Roma,4340,US,Sierra Vista,31.555,-110.282
77309411396,69,Dragonfly Cafe,78190,NL,Amsterdam,52.374,4.875
17179869210,27,The Corner Cafe,10902,ES,Barcelona,41.401,2.179
85899345978,59,Azalea Cafe,18952,GB,London,51.514,-0.091
206158430223,16,The Spice Tree,53370,US,San Francisco,37.784,-122.411
197568495629,14,The Gourmet Garden,24784,US,Perry,36.288,-97.33
197568495617,2,Bella Cucina,24784,US,Fort Lauderdale,26.086,-80.372
17179869212,29,The Olive Branch,10902,US,Kenosha,42.625,-87.829
163208757279,32,The Orange Peeler,96638,ES,Barcelona,41.391,2.142
25769803782,7,Cafe Roma,72230,US,Prescott Valley,34.586,-112.327
197568495643,28,The Spicy Pickle,24784,ES,Barcelona,41.39,2.166
103079215128,25,The Cozy Cafe,4340,US,Chantilly,38.898,-77.432
231928234001,18,The Harvest Room,33573,ES,Barcelona,41.389,2.166
137438953501,30,The Wine Cellar,11038,IT,Milan,45.484,9.199
180388626457,26,The Silver Spoon,7531,US,Fond Du Lac,43.755,-88.476
223338299427,36,Blue Ocean Grill,36937,AT,Vienna,48.208,16.355
257698037765,6,The Daily Grind,26468,US,Coronado,32.687,-117.181
120259084297,10,The Golden Spoon,59829,US,Long Beach,33.789,-118.189
266287972373,22,The Red Pepper,11263,ES,Barcelona,41.386,2.126
111669149727,32,The Orange Peeler,84488,US,Boone,42.035,-93.876
146028888087,24,The Fisherman's Catch,70611,ES,Barcelona,41.379,2.179
77309411366,39,Cinnamon Grill,78190,AT,Vienna,48.195,16.367
68719476744,9,The Grill House,77517,US,Statesville,35.807,-80.881
206158430251,44,The French Kitchen,53370,IT,Milan,45.483,9.204
214748364849,50,The Pancake House,92040,FR,Paris,48.851,2.338
42949672990,31,Bistro 42,89646,US,Riverton,43.045,-108.381
266287972423,72,Flamingo Cafe,11263,GB,London,51.502,-0.154
103079215107,4,The Blue Plate,4340,US,Montgomery,30.404,-95.634
60129542145,2,Bella Cucina,71555,US,Princeville,22.226,-159.481
214748364833,34,The Tasty Treat,92040,IT,Milan,45.459,9.18
120259084294,7,Cafe Roma,59829,US,Meridian,32.35,-88.692
17179869223,40,Crimson Cafe,10902,IT,Milan,45.471,9.197
188978561072,49,The Olive Tree,3642,AT,Vienna,48.207,16.377
180388626454,23,The Hungry Pig,7531,US,Woodstock,42.303,-88.433
154618822710,55,The Steak House,41484,FR,Paris,48.855,2.292
17179869265,82,The Palate,10902,NL,Amsterdam,52.378,4.897
34359738427,60,Big City Grill,50333,GB,London,51.492,-0.162
214748364803,4,The Blue Plate,92040,US,Sandersville,33.007,-82.806
77309411360,33,The Blue Elephant,78190,IT,Milan,45.469,9.191
214748364819,20,The Brasserie,92040,ES,Barcelona,41.389,2.136
214748364847,48,The Local Cafe,92040,FR,Paris,48.849,2.37
34359738370,3,Spice Bazaar,50333,US,New Orleans,30.045,-89.96
240518168611,36,Blue Ocean Grill,93164,US,Manassas,41.679,8.915
42949673006,47,The Juicy Burger,89646,AT,Vienna,48.2,16.364
85899345931,12,The Wooden Spoon,18952,US,Petersburg,37.23,-77.393
85899345980,61,Blue Water Bistro,18952,GB,London,51.518,-0.144
85899345952,33,The Blue Elephant,18952,US,Ontario,44.026,-116.944
206158430209,2,Bella Cucina,53370,US,Mobile,20.683,-101.381
257698037796,37,Cafe Crepe,26468,IT,Milan,45.533,9.171
25769803831,56,The Waffle House,72230,FR,Paris,48.873,2.305
85899345988,69,Dragonfly Cafe,18952,NL,Amsterdam,52.392,4.911
111669149758,63,Cafe Paris,84488,NL,Amsterdam Zuidoost,52.31,4.942
