id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,geohash
163208757278,31,Bistro 42,96638,ES,Barcelona,41.39,2.126,sp3e
240518168608,33,The Blue Elephant,93164,ES,Barcelona,41.405,2.173,sp3e
214748364832,33,The Blue Elephant,92040,IT,Milan,45.451,9.195,u0nd
34359738404,37,Cafe Crepe,50333,AT,Vienna,48.21,16.37,u2ed
120259084298,11,The Flaming Wok,59829,US,Palm Springs,33.841,-116.545,9qj0
25769803809,34,The Tasty Treat,72230,US,Grand Rapids,42.909,-85.574,dpeh
8589934621,30,The Wine Cellar,12630,US,Humeston,43.772,11.251,srb1
266287972363,12,The Wooden Spoon,11263,US,Brandywine,38.669,-76.876,dqc7
60129542191,48,The Local Cafe,71555,FR,Paris,48.864,2.332,u09t
214748364859,60,Big City Grill,92040,FR,Paris,48.869,2.325,u09w
17179869239,56,The Waffle House,10902,FR,Paris,48.854,2.381,u09t
25769803826,51,The Pizzeria,72230,FR,Paris,48.856,2.362,u09t
94489280541,30,The Wine Cellar,95399,US,Narragansett,41.428,-71.456,drm5
8589934602,11,The Flaming Wok,12630,US,Dodge City,37.754,-100.041,9y8y
44,45,The Green Bean,47732,AT,Vienna,48.198,16.348,u2ed
34359738390,23,The Hungry Pig,50333,US,Saint Paul,44.971,-93.155,9zvz
231928234022,39,Cinnamon Grill,33573,US,Whitefish,48.391,-114.336,c2we
154618822673,18,The Harvest Room,41484,US,Licking,37.461,-91.988,9ywt
128849018952,73,Fresh Harvest,5679,GB,London,51.513,-0.18,gcpv
34359738426,59,Azalea Cafe,50333,GB,London,51.47,-0.178,gcpu
17179869196,13,The Firehouse,10902,US,Cary,35.733,-78.79,dnrg
223338299404,13,The Firehouse,36937,US,Lake Ozark,38.206,-92.665,9yy1
249108103212,45,The Green Bean,55897,IT,Milan,45.477,9.197,u0nd
60129542194,51,The Pizzeria,71555,FR,Paris,48.871,2.309,u09w
206158430278,71,Fire and Spice,53370,GB,London,51.492,-0.195,gcpu
51539607592,41,The Daily Bread,6934,AT,Vienna,48.251,16.305,u2ed
111669149737,42,The Daily Scoop,84488,FR,Paris,48.84,2.324,u09t
111669149705,10,The Golden Spoon,84488,US,Irmo,34.091,-81.161,dnn3
34359738369,2,Bella Cucina,50333,US,Pleasanton,28.967,-98.479,9v1u
42949673015,56,The Waffle House,89646,FR,Paris,48.873,2.319,u09w
85899345970,51,The Pizzeria,18952,FR,Paris,48.87,2.335,u09w
94489280534,23,The Hungry Pig,95399,ES,Barcelona,41.381,2.127,sp3e
68719476791,56,The Waffle House,77517,GB,Paddington,51.514,-0.18,gcpv
214748364852,53,The Red Rooster,92040,FR,Paris,48.859,2.308,u09t
249108103220,53,The Red Rooster,55897,FR,Paris,48.833,2.357,u09t
206158430259,52,The Red Door,53370,AT,Vienna,48.2,16.377,u2ed
34359738423,56,The Waffle House,50333,FR,Paris,48.879,2.356,u09w
206158430216,9,The Grill House,53370,US,Canton,34.255,-84.464,dn5f
249108103235,68,Delish Cafe,55897,GB,London,51.514,-0.085,gcpv
188978561100,77,Harvest Kitchen,3642,GB,London,51.527,-0.136,gcpv
30,31,Bistro 42,47732,US,Herkimer,43.019,-74.993,drds
171798691902,63,Cafe Paris,65939,GB,London,51.521,-0.157,gcpv
214748364812,13,The Firehouse,92040,US,Ridgefield Park,39.378,3.237,sp42
103079215142,39,Cinnamon Grill,4340,US,Albany,42.718,-73.834,dre7
48,49,The Olive Tree,47732,FR,Paris,48.858,2.357,u09t
47,48,The Local Cafe,47732,FR,Paris,48.85,2.339,u09t
94489280536,25,The Cozy Cafe,95399,ES,Barcelona,41.391,2.167,sp3e
180388626483,52,The Red Door,7531,FR,Paris,48.874,2.336,u09w
60129542179,36,Blue Ocean Grill,71555,IT,Milan,45.481,9.204,u0nd
257698037800,41,The Daily Bread,26468,AT,Vienna,48.215,16.337,u2ed
146028888126,63,Cafe Paris,70611,FR,Paris,48.857,2.317,u09t
85899345935,16,The Spice Tree,18952,US,Springfield,38.776,-77.179,dqch
85899345946,27,The Corner Cafe,18952,US,West Yarmouth,41.655,-70.256,drqh
188978561070,47,The Juicy Burger,3642,AT,Vienna,48.203,16.356,u2ed
206158430226,19,The Tasting Room,53370,US,Ocean City,39.276,-74.576,dqfz
188978561071,48,The Local Cafe,3642,AT,Vienna,48.206,16.377,u2ed
231928233998,15,The Pearl Kitchen,33573,US,Coalville,40.911,-111.403,9x2b
214748364804,5,The Hungry Hippo,92040,US,Summerton,33.592,-80.357,djyz
85899345981,62,Cafe Luminoso,18952,GB,London,51.519,-0.183,gcpv
34359738441,74,Garden of Eatin',50333,NL,Amsterdam,52.356,4.886,u173
214748364824,25,The Cozy Cafe,92040,US,Schenectady,42.764,-73.939,dre7
240518168636,61,Blue Water Bistro,93164,FR,Paris,48.868,2.329,u09w
25769803814,39,Cinnamon Grill,72230,US,Rangeley,44.966,-70.643,drvz
214748364862,63,Cafe Paris,92040,FR,Paris,48.88,2.286,u09w
25769803844,69,Dragonfly Cafe,72230,NL,Amsterdam,52.365,4.885,u173
77309411387,60,Big City Grill,78190,GB,London,51.495,-0.177,gcpu
188978561067,44,The French Kitchen,3642,US,Troutdale,45.537,-122.421,c20g
206158430284,77,Harvest Kitchen,53370,GB,London,51.5,-0.162,gcpu
154618822725,70,Earth and Vine,41484,GB,London,51.506,-0.151,gcpv
85899345982,63,Cafe Paris,18952,GB,London,51.519,-0.154,gcpv
266287972388,37,Cafe Crepe,11263,IT,Milan,45.464,9.196,u0nd
8589934625,34,The Tasty Treat,12630,US,Big Sky,45.286,-111.393,c80c
188978561065,42,The Daily Scoop,3642,IT,Milan,45.48,9.213,u0nd
85899345979,60,Big City Grill,18952,GB,London,51.515,-0.127,gcpv
171798691854,15,The Pearl Kitchen,65939,US,Redding,40.599,-122.384,9r0y
249108103183,16,The Spice Tree,55897,US,Durango,37.296,-107.873,9wek
266287972405,54,The Spice House,11263,FR,Paris,48.869,2.298,u09w
197568495664,49,The Olive Tree,24784,AT,Vienna,48.202,16.376,u2ed
154618822658,3,Spice Bazaar,41484,US,Alliance,27.722,85.356,tuut
240518168621,46,The Italian Table,93164,IT,Milan,45.453,9.179,u0nd
77309411393,66,City Bites,78190,GB,London,51.517,-0.122,gcpv
17179869209,26,The Silver Spoon,10902,ES,Barcelona,41.396,2.201,sp3e
103079215139,36,Blue Ocean Grill,4340,US,Burwell,41.782,-99.126,9z3t
163208757274,27,The Corner Cafe,96638,ES,Barcelona,41.373,2.172,sp3e
240518168606,31,Bistro 42,93164,ES,Barcelona,41.39,2.18,sp3e
240518168619,44,The French Kitchen,93164,US,Rangeley,44.965,-70.643,drvz
171798691888,49,The Olive Tree,65939,FR,Paris,48.869,2.361,u09w
223338299436,45,The Green Bean,36937,GB,London,51.482,-0.148,gcpu
240518168632,57,The Yellow Submarine,93164,FR,Paris,48.851,2.275,u09t
266287972387,36,Blue Ocean Grill,11263,US,Enterprise,45.423,-117.298,c2hd
180388626444,13,The Firehouse,7531,US,Corydon,38.233,-86.133,dnf9
68719476795,60,Big City Grill,77517,GB,London,51.516,-0.16,gcpv
180388626433,2,Bella Cucina,7531,US,Van Horn,29.672,-95.038,9vk2
68719476756,21,The Lazy Daisy,77517,ES,Barcelona,41.41,2.17,sp3e
171798691891,52,The Red Door,65939,FR,Paris,48.884,2.319,u09w
240518168623,48,The Local Cafe,93164,IT,Milan,45.479,9.199,u0nd
223338299413,22,The Red Pepper,36937,ES,Barcelona,41.389,2.165,sp3e
154618822730,75,Greenhouse Cafe,41484,GB,London,51.513,-0.076,gcpv
188978561027,4,The Blue Plate,3642,US,Sulphur,30.214,-93.327,9vme
180388626496,65,Chef's Corner,7531,GB,London,51.518,-0.128,gcpv
77309411345,18,The Harvest Room,78190,US,Berea,37.617,-84.346,dnsj
197568495701,86,The Porch Cafe,24784,GB,London,51.522,-0.108,gcpv
257698037772,13,The Firehouse,26468,US,Corte Madera,37.93,-122.518,9q8z
120259084304,17,The Rustic Table,59829,US,Strasburg,39.972,-76.151,dr1g
51539607559,8,The Green Olive,6934,US,Albuquerque,35.1,-106.668,9whp
266287972368,17,The Rustic Table,11263,US,Finleyville,40.252,-80.004,dpph
197568495628,13,The Firehouse,24784,US,Springdale,36.17,-94.184,9ymj
68719476783,48,The Local Cafe,77517,FR,Paris,48.875,2.317,u09w
128849018906,27,The Corner Cafe,5679,ES,Barcelona,41.402,2.148,sp3e
137438953489,18,The Harvest Room,11038,ES,Barcelona,41.403,2.137,sp3e
266287972413,62,Cafe Luminoso,11263,FR,Paris,48.877,2.343,u09w
163208757292,45,The Green Bean,96638,US,Grand Rapids,47.235,-93.518,cbmk
154618822665,10,The Golden Spoon,41484,US,Santa Barbara,34.429,-119.708,9q4g
171798691868,29,The Olive Branch,65939,IT,Milan,45.468,9.207,u0nd
206158430249,42,The Daily Scoop,53370,IT,Milan,45.464,9.195,u0nd
34359738407,40,Crimson Cafe,50333,AT,Vienna,48.214,16.371,u2ed
25769803779,4,The Blue Plate,72230,US,Griffin,33.287,-84.292,djuj
120259084309,22,The Red Pepper,59829,ES,Barcelona,41.391,2.171,sp3e
197568495652,37,Cafe Crepe,24784,IT,Milan,45.477,9.184,u0nd
223338299408,17,The Rustic Table,36937,US,Columbus,40.114,-83.012,dphu
240518168649,74,Garden of Eatin',93164,NL,Amsterdam,52.363,4.878,u173
214748364801,2,Bella Cucina,92040,US,Opelousas,30.515,-92.071,9vqt
111669149721,26,The Silver Spoon,84488,ES,Barcelona,41.385,2.138,sp3e
111669149709,14,The Gourmet Garden,84488,US,Monterey,36.601,-121.896,9q92
137438953484,13,The Firehouse,11038,US,Fort Collins,40.583,-105.008,9xjq
231928233993,10,The Golden Spoon,33573,US,St. Robert,37.823,-92.141,9ywr
240518168607,32,The Orange Peeler,93164,ES,Barcelona,41.394,2.168,sp3e
17179869257,74,Garden of Eatin',10902,GB,London,51.51,-0.155,gcpv
103079215166,63,Cafe Paris,4340,GB,London,51.499,-0.143,gcpu
188978561083,60,Big City Grill,3642,FR,Paris,48.862,2.362,u09t
137438953508,37,Cafe Crepe,11038,AT,Vienna,48.208,16.353,u2ed
60129542213,70,Earth and Vine,71555,NL,Amsterdam,52.359,4.926,u179
111669149725,30,The Wine Cellar,84488,ES,Barcelona,41.407,2.144,sp3e
180388626477,46,The Italian Table,7531,FR,Paris,48.86,2.318,u09t
240518168614,39,Cinnamon Grill,93164,US,American Falls,42.776,-112.859,9rxe
171798691875,36,Blue Ocean Grill,65939,AT,Vienna,48.192,16.399,u2ed
111669149753,58,A Tasty Bite,84488,GB,London,51.509,-0.142,gcpv
180388626463,32,The Orange Peeler,7531,IT,Milan,45.447,9.209,u0nd
188978561076,53,The Red Rooster,3642,AT,Vienna,48.224,16.314,u2ed
214748364839,40,Crimson Cafe,92040,AT,Vienna,48.185,16.405,u2ed
94489280527,16,The Spice Tree,95399,US,Reston,38.959,-77.356,dqbv
154618822659,4,The Blue Plate,41484,US,Floresville,29.143,-98.155,9v4j
40,41,The Daily Bread,47732,US,Saint Cloud,45.561,-94.156,cbj5
137438953482,11,The Flaming Wok,11038,US,Lanham,38.961,-76.862,dqcm
180388626467,36,Blue Ocean Grill,7531,IT,Milan,45.502,9.228,u0nd
266287972397,46,The Italian Table,11263,US,Columbia Falls,48.364,-114.152,c2wg
223338299410,19,The Tasting Room,36937,US,North Platte,41.135,-100.757,9z26
68719476764,29,The Olive Branch,77517,IT,Milan,45.438,9.231,u0nd
240518168589,14,The Gourmet Garden,93164,US,Bryson City,35.34,-83.56,dnk9
266287972400,49,The Olive Tree,11263,FR,Paris,48.85,2.324,u09t
128849018888,9,The Grill House,5679,US,Hopkinsville,36.811,-87.495,dn9c
137438953521,50,The Pancake House,11038,GB,London,51.495,-0.189,gcpu
120259084319,32,The Orange Peeler,59829,US,Ironwood,46.463,-90.162,cbrb
223338299393,2,Bella Cucina,36937,US,Kailua Kona,19.63,-155.989,8e3p
120259084348,61,Blue Water Bistro,59829,GB,London,51.521,-0.131,gcpv
94489280537,26,The Silver Spoon,95399,ES,Barcelona,41.393,2.165,sp3e
128849018885,6,The Daily Grind,5679,US,Raleigh,35.95,-78.543,dq2h
42949672976,17,The Rustic Table,89646,US,New Castle,39.698,-75.551,dr43
197568495651,36,Blue Ocean Grill,24784,US,Brookings,44.311,-96.763,9zgh
52,53,The Red Rooster,47732,FR,Paris,48.871,2.352,u09w
171798691897,58,A Tasty Bite,65939,GB,Paddington,51.515,-0.178,gcpv
154618822666,11,The Flaming Wok,41484,US,Olive Branch,34.964,-89.857,dn0n
257698037768,9,The Grill House,26468,US,North Myrtle Beach,33.791,-78.735,dq00
17179869203,20,The Brasserie,10902,US,College Park,38.996,-76.904,dqcm
94489280528,17,The Rustic Table,95399,US,Plainfield,39.675,-86.367,dp49
146028888149,86,The Porch Cafe,70611,NL,Amsterdam,52.373,4.89,u173
206158430290,83,The Pantry,53370,GB,London,51.511,-0.124,gcpv
137438953485,14,The Gourmet Garden,11038,US,Walden,40.73,-106.282,9xhr
188978561077,54,The Spice House,3642,FR,Paris,48.834,2.319,u09t
1,2,Bella Cucina,47732,US,Beaumont,30.039,-94.159,9vm4
68719476770,35,Basilica Bistro,77517,IT,Milan,45.489,9.183,u0nd
25769803835,60,Big City Grill,72230,GB,London,51.494,-0.136,gcpu
154618822700,45,The Green Bean,41484,US,Mott,46.375,-102.336,c8pp
17179869214,31,Bistro 42,10902,US,Wakonda,43.009,-97.108,9zdu
171798691878,39,Cinnamon Grill,65939,AT,Vienna,48.211,16.368,u2ed
103079215151,48,The Local Cafe,4340,US,Spokane,47.686,-117.411,c2kx
146028888099,36,Blue Ocean Grill,70611,US,Oscoda,44.408,-83.328,dpus
137438953524,53,The Red Rooster,11038,GB,London,51.511,-0.131,gcpv
188978561080,57,The Yellow Submarine,3642,FR,Paris,48.85,2.38,u09t
49,50,The Pancake House,47732,FR,Paris,48.865,2.289,u09t
137438953497,26,The Silver Spoon,11038,IT,Milan,45.464,9.207,u0nd
231928234034,51,The Pizzeria,33573,GB,London,51.506,-0.145,gcpv
137438953505,34,The Tasty Treat,11038,AT,Vienna,48.182,16.381,u2ed
17179869195,12,The Wooden Spoon,10902,US,Dahlonega,34.525,-83.976,dnhk
8589934622,31,Bistro 42,12630,US,Black River Falls,44.298,-90.82,9zzk
266287972415,64,Chateau de Cuisine,11263,FR,Paris,48.881,2.338,u09w
25769803783,8,The Green Olive,72230,US,Los Olivos,34.665,-120.115,9q4t
94489280565,54,The Spice House,95399,GB,London,51.497,-0.206,gcpu
137438953531,60,Big City Grill,11038,NL,Amsterdam,52.349,4.894,u173
25769803815,40,Crimson Cafe,72230,IT,Milan,45.453,9.196,u0nd
137438953512,41,The Daily Bread,11038,FR,Paris,48.838,2.323,u09t
17179869253,70,Earth and Vine,10902,GB,London,51.499,-0.079,gcpu
197568495632,17,The Rustic Table,24784,US,Ely,39.248,-114.891,9qyr
60129542182,39,Cinnamon Grill,71555,AT,Vienna,48.21,16.366,u2ed
231928234013,30,The Wine Cellar,33573,IT,Milan,45.479,9.145,u0nd
266287972430,79,The Huckleberry Cafe,11263,GB,London,51.536,-0.19,gcpv
240518168603,28,The Spicy Pickle,93164,ES,Barcelona,41.386,2.195,sp3e
180388626474,43,The Food House,7531,FR,Paris,48.847,2.322,u09t
137438953480,9,The Grill House,11038,US,San Francisco,37.8,-122.436,9q8z
163208757307,60,Big City Grill,96638,FR,Paris,48.874,2.29,u09w
60129542147,4,The Blue Plate,71555,US,Georgetown,33.424,-79.274,djzw
60,61,Blue Water Bistro,47732,GB,London,51.508,-0.273,gcpv
240518168593,18,The Harvest Room,93164,US,Arlington,38.895,-77.072,dqcj
25769803793,18,The Harvest Room,72230,US,Englewood,41.001,28.803,sxk3
240518168639,64,Chateau de Cuisine,93164,FR,Paris,48.871,2.319,u09w
154618822694,39,Cinnamon Grill,41484,IT,Milan,45.479,9.204,u0nd
60129542198,55,The Steak House,71555,US,Irving,48.887,2.301,u09w
171798691870,31,Bistro 42,65939,IT,Milan,45.483,9.167,u0nd
25769803792,17,The Rustic Table,72230,US,Elko,40.844,-115.751,9rm8
197568495656,41,The Daily Bread,24784,IT,Milan,45.486,9.2,u0nd
120259084347,60,Big City Grill,59829,GB,London,51.513,-0.148,gcpv
94489280544,33,The Blue Elephant,95399,US,Ogunquit,43.256,-70.6,drty
163208757264,17,The Rustic Table,96638,US,Bowie,38.943,-76.717,dqcm
146028888097,34,The Tasty Treat,70611,US,Ames,43.802,11.298,srb1
17179869246,63,Cafe Paris,10902,FR,Paris,48.873,2.293,u09w
85899345927,8,The Green Olive,18952,US,Macon,32.805,-83.723,dju6
34359738428,61,Blue Water Bistro,50333,GB,London,51.496,-0.183,gcpu
128849018882,3,Spice Bazaar,5679,US,Avalon,33.365,-118.382,9mgv
231928233985,2,Bella Cucina,33573,US,San Marcos,29.825,-97.99,9v63
34359738431,64,Chateau de Cuisine,50333,GB,London,51.508,0.025,u10j
34359738376,9,The Grill House,50333,US,San Jose,37.523,15.06,sqdt
249108103218,51,The Pizzeria,55897,AT,Vienna,48.213,16.347,u2ed
214748364815,16,The Spice Tree,92040,US,Dayton,39.85,-84.189,dph4
163208757309,62,Cafe Luminoso,96638,FR,Paris,48.889,2.35,u09w
266287972382,31,Bistro 42,11263,US,Chicago,41.88,-87.641,dp3w
103079215176,73,Fresh Harvest,4340,GB,London,51.531,-0.126,gcpv
60129542209,66,City Bites,71555,GB,London,51.532,-0.062,gcpv
77309411391,64,Chateau de Cuisine,78190,GB,London,51.513,-0.085,gcpv
171798691890,51,The Pizzeria,65939,FR,Paris,48.882,2.341,u09w
171798691851,12,The Wooden Spoon,65939,US,O Fallon,38.8,-90.679,9yzs
257698037820,61,Blue Water Bistro,26468,FR,Paris,48.882,2.337,u09w
8589934637,46,The Italian Table,12630,FR,Paris,48.868,2.33,u09w
146028888067,4,The Blue Plate,70611,US,Houston,29.837,-95.488,9vk1
180388626459,28,The Spicy Pickle,7531,US,Cody,44.517,-109.081,9xfm
197568495698,83,The Pantry,24784,GB,London,51.515,-0.082,gcpv
25769803819,44,The French Kitchen,72230,IT,Milan,45.5,9.206,u0nd
111669149732,37,Cafe Crepe,84488,AT,Vienna,48.151,16.406,u2e9
9,10,The Golden Spoon,47732,US,Springdale,37.197,-112.992,9qxe
111669149726,31,Bistro 42,84488,US,Manassas,41.697,8.899,spqm
42949673020,61,Blue Water Bistro,89646,FR,Paris,48.889,2.395,u09w
240518168601,26,The Silver Spoon,93164,ES,Barcelona,41.373,2.154,sp3e
42949673024,65,Chef's Corner,89646,GB,Paddington,51.515,-0.174,gcpv
188978561073,50,The Pancake House,3642,AT,Vienna,48.209,16.372,u2ed
197568495619,4,The Blue Plate,24784,US,San Antonio,29.504,-98.482,9v1z
266287972354,3,Spice Bazaar,11263,US,Jupiter,26.935,-80.086,dhz1
163208757287,40,Crimson Cafe,96638,US,Gaylord,45.028,-84.664,f05b
163208757284,37,Cafe Crepe,96638,US,Hampton,42.902,-70.815,drts
51539607575,24,The Fisherman's Catch,6934,ES,Barcelona,41.392,2.157,sp3e
11,12,The Wooden Spoon,47732,US,Kansas City,39.307,-94.684,9yux
231928234029,46,The Italian Table,33573,FR,Paris,48.868,2.3,u09w
25769803801,26,The Silver Spoon,72230,ES,Barcelona,41.401,2.209,sp3e
137438953472,1,Savoria,11038,US,Dallas,32.644,-96.857,9vg1
197568495702,87,The Red Hen,24784,GB,London,51.527,-0.08,gcpv
42949672999,40,Crimson Cafe,89646,IT,Milan,45.485,9.16,u0nd
77309411385,58,A Tasty Bite,78190,GB,London,51.494,-0.191,gcpu
146028888078,15,The Pearl Kitchen,70611,US,Glasgow,36.955,-85.962,dndf
188978561063,40,Crimson Cafe,3642,IT,Milan,45.469,9.214,u0nd
180388626456,25,The Cozy Cafe,7531,US,Alma,43.377,-84.607,dpey
128849018951,72,Flamingo Cafe,5679,GB,London,51.513,-0.193,gcpv
197568495665,50,The Pancake House,24784,FR,Paris,48.838,2.321,u09t
266287972353,2,Bella Cucina,11263,US,Honolulu,21.282,-157.831,87zc
154618822696,41,The Daily Bread,41484,IT,Milan,45.485,9.183,u0nd
240518168592,17,The Rustic Table,93164,US,Ocean City,38.432,-75.054,dqfd
42949673000,41,The Daily Bread,89646,IT,Milan,45.485,9.206,u0nd
60129542149,6,The Daily Grind,71555,US,Jasper,33.846,-87.259,dn1b
103079215104,1,Savoria,4340,US,Kapaa,22.043,-159.338,87yt
188978561044,21,The Lazy Daisy,3642,US,Mammoth Lakes,37.643,-118.993,9qeq
266287972402,51,The Pizzeria,11263,FR,Paris,48.854,2.307,u09t
188978561092,69,Dragonfly Cafe,3642,GB,London,51.501,-0.217,gcpu
25769803805,30,The Wine Cellar,72230,US,Mansfield,41.807,-77.078,dr3j
34359738377,10,The Golden Spoon,50333,US,Owensboro,37.774,-87.108,dndn
240518168646,71,Fire and Spice,93164,GB,London,51.524,-0.138,gcpv
6,7,Cafe Roma,47732,US,Southport,33.953,-78.052,dq03
231928233999,16,The Spice Tree,33573,ES,Barcelona,41.378,2.138,sp3e
60129542155,12,The Wooden Spoon,71555,US,Albuquerque,35.084,-106.693,9whp
111669149719,24,The Fisherman's Catch,84488,ES,Barcelona,41.384,2.141,sp3e
163208757303,56,The Waffle House,96638,FR,Paris,48.86,2.347,u09t
249108103214,47,The Juicy Burger,55897,IT,Milan,45.501,9.138,u0n6
42949672964,5,The Hungry Hippo,89646,US,Lumberton,34.67,-79.003,dnpv
8589934663,72,Flamingo Cafe,12630,NL,Amsterdam,52.368,4.896,u173
51539607571,20,The Brasserie,6934,ES,Barcelona,41.381,2.174,sp3e
8589934631,40,Crimson Cafe,12630,FR,Paris,48.833,2.279,u09t
10,11,The Flaming Wok,47732,US,Grand Junction,39.107,-108.544,9wfy
34359738436,69,Dragonfly Cafe,50333,GB,London,51.515,-0.159,gcpv
36,37,Cafe Crepe,47732,IT,Milan,45.458,9.192,u0nd
231928234039,56,The Waffle House,33573,NL,Amsterdam,52.342,4.825,u173
266287972391,40,Crimson Cafe,11263,IT,Milan,45.473,9.191,u0nd
197568495684,69,Dragonfly Cafe,24784,FR,Paris,48.877,2.307,u09w
17179869219,36,Blue Ocean Grill,10902,US,Newport,44.674,-124.061,9pzy
42949672970,11,The Flaming Wok,89646,US,Bella Vista,36.464,-94.252,9ykz
8589934611,20,The Brasserie,12630,US,Pittsburgh,40.453,-79.932,dppn
68719476747,12,The Wooden Spoon,77517,US,Virginia Beach,36.855,-75.976,dq9c
34359738381,14,The Gourmet Garden,50333,US,Bloomington,40.481,-89.025,dp0w
128849018927,48,The Local Cafe,5679,FR,Paris,48.839,2.389,u09t
188978561052,29,The Olive Branch,3642,ES,Barcelona,41.392,2.173,sp3e
249108103211,44,The French Kitchen,55897,IT,Milan,45.461,9.154,u0nd
34359738414,47,The Juicy Burger,50333,FR,Paris,48.855,2.34,u09t
257698037776,17,The Rustic Table,26468,US,Vail,39.639,-106.368,9xh3
103079215138,35,Basilica Bistro,4340,US,Tinley Park,41.557,-87.794,dp3s
120259084316,29,The Olive Branch,59829,IT,Milan,45.466,9.159,u0nd
249108103201,34,The Tasty Treat,55897,ES,Barcelona,41.393,2.162,sp3e
42949673021,62,Cafe Luminoso,89646,GB,London,51.502,-0.185,gcpu
257698037807,48,The Local Cafe,26468,FR,Paris,48.843,2.331,u09t
163208757300,53,The Red Rooster,96638,FR,Vincennes,48.855,2.415,u09t
42949672989,30,The Wine Cellar,89646,US,Valentine,42.871,-100.551,9z87
146028888082,19,The Tasting Room,70611,US,Mosca,37.654,-105.87,9wsw
249108103217,50,The Pancake House,55897,AT,Vienna,48.208,16.376,u2ed
120259084289,2,Bella Cucina,59829,US,Bradenton,27.424,-82.576,dhvk
60129542161,18,The Harvest Room,71555,US,Fairview Heights,38.602,-89.994,dnb5
42949673031,72,Flamingo Cafe,89646,NL,Amsterdam,52.376,4.894,u173
0,1,Savoria,47732,US,Indian Rocks Beach,27.85,-82.844,dhvn
8589934626,35,Basilica Bistro,12630,IT,Milan,45.48,9.149,u0nd
223338299440,49,The Olive Tree,36937,GB,London,51.502,-0.188,gcpu
197568495682,67,Crimson and Clover,24784,FR,Paris,48.874,2.35,u09w
103079215156,53,The Red Rooster,4340,FR,Paris,48.825,2.357,u09t
68719476776,41,The Daily Bread,77517,AT,Vienna,48.214,16.422,u2ed
214748364828,29,The Olive Branch,92040,US,Pierre,44.376,-100.349,9zbs
137438953486,15,The Pearl Kitchen,11038,ES,Barcelona,41.385,2.157,sp3e
128849018890,11,The Flaming Wok,5679,US,Durango,37.304,-107.868,9wek
25769803798,23,The Hungry Pig,72230,ES,Barcelona,41.394,2.149,sp3e
128849018921,42,The Daily Scoop,5679,US,Eagle River,45.915,-89.274,f00t
128849018945,66,City Bites,5679,GB,London,51.495,-0.178,gcpu
